gene,logFC,QValue,KO_condition
PPFIBP2,0.416026224949162,0.0460236651884873,EIF2AK1
CALCOCO1,-1.34640322944474,1.41433467014812e-08,EIF2AK1
AKR1E2,-0.43384861301052,0.0355106546280409,EIF2AK1
IGDCC4,-2.6962460023639,4.25689461840615e-10,EIF2AK1
LAS1L,1.6076922727816,4.9472112654176e-14,EIF2AK1
TBC1D16,-1.04826713767651,0.00533709372820251,EIF2AK1
SMNDC1,0.428341166753088,0.0259851042689159,EIF2AK1
SNUPN,0.872383710379373,0.000151628291806095,EIF2AK1
ECT2,0.404567034824703,0.0286747371803025,EIF2AK1
TRMT2A,1.16078677360727,3.0346139345322e-08,EIF2AK1
CALU,-0.523801699926937,0.0116405237175282,EIF2AK1
CERS1,0.602964139826626,0.0413561615618176,EIF2AK1
TRIM41,1.0535195551813,1.05467086946148e-06,EIF2AK1
PLAUR,-0.751228207016748,0.00216354146349436,EIF2AK1
ZNF491,-1.83239087702767,2.16138597181719e-06,EIF2AK1
MRPL23,1.0417045699733,0.00127318083053694,EIF2AK1
PRSS8,-2.5695573413479,7.17916704184852e-22,EIF2AK1
MACIR,0.8293036634226,0.000600653820609484,EIF2AK1
DDN,2.78518810142636,2.62604550110764e-15,EIF2AK1
ZNF678,-0.541553108346996,0.00968420535966695,EIF2AK1
SIGLEC10,-0.572622723438741,0.0143802682923022,EIF2AK1
MRPL12,1.76022467731135,5.54222899638654e-16,EIF2AK1
AP1B1,0.825186171261838,6.54215481531375e-05,EIF2AK1
CPT1A,1.24253128907823,1.60669078246062e-08,EIF2AK1
ZSWIM4,-0.815313213554938,0.000755865103761709,EIF2AK1
KREMEN2,2.25105402162921,8.5141703030783e-13,EIF2AK1
SLC25A5,0.633073813153748,0.00268585795218288,EIF2AK1
NTSR1,-0.610192376738814,0.037695512005634,EIF2AK1
SPIN4,0.530769022240346,0.00772999524334553,EIF2AK1
METTL5,0.802747889641864,0.000114714007156873,EIF2AK1
PELI1,-0.543911861679823,0.0107593343057722,EIF2AK1
NFATC1,0.52906757634552,0.0102397852876373,EIF2AK1
DUOX1,-1.03538490239909,0.000436353842054647,EIF2AK1
CEP55,0.483366694894339,0.0203041717036966,EIF2AK1
PHKG1,-0.415078301646026,0.0343721064082294,EIF2AK1
TTI1,1.01296035430603,1.63536453536439e-06,EIF2AK1
MOGS,0.603328297534899,0.00295861857795313,EIF2AK1
MINDY4,0.755651444185416,0.000537212002082376,EIF2AK1
SNRPD2,0.801991939242382,0.000102679788606433,EIF2AK1
SOX18,1.6855574934045,6.58361511529643e-09,EIF2AK1
CLPP,0.766886448816727,0.000334886623725344,EIF2AK1
TBCB,1.52831079707121,3.21867558894697e-10,EIF2AK1
TLCD1,2.079322507107,2.89356714470357e-14,EIF2AK1
PSMB8,-1.30248650642977,0.000245339154245446,EIF2AK1
PEX16,0.894256770553377,0.000183611264038506,EIF2AK1
MTSS1,0.772843757721485,0.00575326014223137,EIF2AK1
FANCG,0.496622543182461,0.0151964383304389,EIF2AK1
CCNA2,0.728108378234308,0.000387695550858377,EIF2AK1
TAS1R1,0.69375456895551,0.0252396264025348,EIF2AK1
RPS19BP1,1.5128834437258,2.548469420023e-10,EIF2AK1
RNF103,-0.386516274852737,0.0469346022462273,EIF2AK1
ELP5,1.05699796932272,1.68347801157754e-06,EIF2AK1
ROM1,0.519786888535581,0.0314289021156395,EIF2AK1
MICOS10-NBL1,1.04376718163421,1.90267064758409e-06,EIF2AK1
SMTN,0.441626120107704,0.0240894904191821,EIF2AK1
RAB31,0.49749354130444,0.0102852137725573,EIF2AK1
HCFC1R1,0.885413102984,0.000173873742464901,EIF2AK1
PNN,0.808201680153238,0.000147446216165528,EIF2AK1
ABHD17A,0.874845185020616,2.99048718998546e-05,EIF2AK1
RNASEH2A,1.03639041388102,1.95012690568531e-06,EIF2AK1
GNL2,1.26512729056775,1.75891542620365e-09,EIF2AK1
KDM1A,0.736697446988352,0.000351144295779397,EIF2AK1
PNKD,0.82063236775583,0.000149778510660378,EIF2AK1
TRIM58,0.880880547010429,5.5655870037647e-05,EIF2AK1
COPB1,-0.497670515512598,0.0131971723003195,EIF2AK1
CDC25A,1.52768592432804,6.51205043474876e-13,EIF2AK1
MGST1,0.893110165137343,0.000105725631278419,EIF2AK1
HNRNPL,0.974677738188822,6.53786501008207e-06,EIF2AK1
TUBE1,-1.55031287087636,9.31751697904619e-11,EIF2AK1
KRT8,0.443407653490857,0.022665764995848,EIF2AK1
TUT1,0.944432632605373,1.12299516770627e-05,EIF2AK1
EVA1B,-0.545312517571875,0.020827918597974,EIF2AK1
IPO5,0.866450928100691,4.05980703277651e-05,EIF2AK1
PSMD13,1.14775486563843,4.51229391117412e-08,EIF2AK1
METTL26,1.04731123867382,2.44994819864383e-06,EIF2AK1
SCN1B,-0.532884556280165,0.0391464916313182,EIF2AK1
H2AC12,2.04134592353929,2.2258794365581e-22,EIF2AK1
APOBEC3F,-0.505267021638055,0.0291338379872895,EIF2AK1
RFC4,0.755783689732195,0.000297328653248894,EIF2AK1
USP9X,0.35916574816228,0.0472143017822131,EIF2AK1
KCTD10,0.446850158908465,0.0220818004640195,EIF2AK1
EHMT2,0.763325188721741,0.000209572718087886,EIF2AK1
PSMD12,1.2790714075427,1.02877722936214e-09,EIF2AK1
OR2W3,1.34025520893446,1.42947169211542e-05,EIF2AK1
TRIM17,-1.02042818562218,0.000361533536438127,EIF2AK1
MFSD14A,0.371399445807537,0.0413474578743632,EIF2AK1
NDUFS6,1.56294312003261,7.51596450598529e-11,EIF2AK1
SOD2,0.758399158471813,0.000227519578577884,EIF2AK1
GPN3,1.00647324821473,1.03156892207733e-05,EIF2AK1
KCNK15,-2.51302403894925,1.30175772054462e-07,EIF2AK1
C1orf174,0.960340143116803,1.24544271033008e-05,EIF2AK1
MRPS30,0.435612988710922,0.020008565257397,EIF2AK1
MLF2,0.700308870405259,0.000590396833283026,EIF2AK1
MRPL30,0.528827420543519,0.00691298608675089,EIF2AK1
ELOF1,1.40059825231595,1.76543596071783e-10,EIF2AK1
CISH,-0.68182805852248,0.00119108843879331,EIF2AK1
BTN3A3,-2.01243727447667,5.99265955984425e-10,EIF2AK1
PHF6,0.36199610399583,0.0407813993810215,EIF2AK1
POLR2E,1.34722466735105,1.30239314291371e-10,EIF2AK1
HOMER1,0.922372108934057,2.69492629763133e-05,EIF2AK1
LIMK1,0.621280418952107,0.00354285605351068,EIF2AK1
HK1,0.987338402588039,7.27521045066545e-06,EIF2AK1
COPS4,0.594896705138103,0.0057133140998102,EIF2AK1
SF3B1,0.665483810159307,0.00130367445022708,EIF2AK1
LRRC61,0.8011762325483,0.000143046913679071,EIF2AK1
TMEM97,0.930388556509804,8.73372309086989e-06,EIF2AK1
FAAP20,0.705984722279707,0.000651309057790298,EIF2AK1
FRRS1,-0.626653255177879,0.00276830336841088,EIF2AK1
CYB5R3,0.747712727312523,0.000335002077790837,EIF2AK1
BPNT1,0.699307787278107,0.00114147856869278,EIF2AK1
NOC2L,2.1070559776549,2.4647778178293e-23,EIF2AK1
C8orf33,1.58985941087954,1.84281710340912e-13,EIF2AK1
ATG9A,0.797639168795835,0.000117418108443053,EIF2AK1
INMT-MINDY4,0.793170293394311,0.000347289216339722,EIF2AK1
THSD8,1.02255735230079,2.79371842096242e-06,EIF2AK1
POC1B,-0.663982133617933,0.00201186701871141,EIF2AK1
PEMT,1.39807222132277,1.45329359674837e-07,EIF2AK1
BTBD2,-1.14926037031266,3.80075713857748e-07,EIF2AK1
CD58,0.455824661832883,0.0260133335307689,EIF2AK1
MRPL49,0.91828214779056,1.14939203340981e-05,EIF2AK1
ITGB1BP1,0.774023226484792,0.000372865743988139,EIF2AK1
TRIM11,0.566219810936544,0.00435254221583531,EIF2AK1
TMEM109,1.22395789705563,1.77598903218704e-08,EIF2AK1
BNIP3L,-1.26661434849341,1.72581457704899e-08,EIF2AK1
SEMA7A,-0.512200969595322,0.0131379419543467,EIF2AK1
VARS1,1.57679570285619,7.39320164575506e-13,EIF2AK1
MED20,0.630669480328554,0.00255373417675592,EIF2AK1
CCT3,1.64525010833797,1.44044701391312e-14,EIF2AK1
MAP2K7,0.890981415546179,2.13484324249745e-05,EIF2AK1
RFWD3,1.02235170343641,1.22092754540914e-06,EIF2AK1
ATP5MK,1.18279714395802,5.71320699811744e-08,EIF2AK1
PPT2-EGFL8,0.656256858233043,0.0012336746482785,EIF2AK1
MOB3B,0.492110876628162,0.0123765881931707,EIF2AK1
TKT,0.692405384612143,0.000965822714071137,EIF2AK1
ZNF697,-1.23118033060599,7.272405040391e-08,EIF2AK1
AGRN,0.38630658467066,0.0360341459221962,EIF2AK1
PHF5A,1.47916387100022,6.82073382370147e-10,EIF2AK1
SEMA4F,-0.904812849209814,0.00331767789082157,EIF2AK1
RBFA,1.00913303380295,4.36638464479288e-05,EIF2AK1
TRAPPC4,0.927519310689866,1.12299516770627e-05,EIF2AK1
FAHD2A,0.54989377911129,0.00912915468655442,EIF2AK1
RRM2,1.44762338815919,6.04642091148558e-12,EIF2AK1
IP6K2,0.63210808658681,0.00293885061546348,EIF2AK1
MARCHF2,-0.998516391397309,0.00022124206580975,EIF2AK1
KIF21B,-0.498511922705859,0.0122542613284697,EIF2AK1
H2AX,1.13423482940492,6.6122985629256e-08,EIF2AK1
SLC25A25,0.561846864372799,0.00533732836947195,EIF2AK1
COPA,-0.62513700392605,0.0044361141940168,EIF2AK1
PRDX3,0.981411713197961,2.74582115292914e-06,EIF2AK1
NDUFAF5,1.07970696816483,4.26488966463464e-05,EIF2AK1
ATP5PF,1.44733034736433,5.06779267068024e-11,EIF2AK1
UQCRFS1,1.11039904113975,1.32343654445157e-07,EIF2AK1
SKP1,0.568141658026805,0.00419513165275867,EIF2AK1
ZC3H15,0.708785075686471,0.000516544669602926,EIF2AK1
SALL2,1.0989121225759,4.09315242067534e-07,EIF2AK1
RPA2,0.709005054313178,0.000523033259572644,EIF2AK1
ZNF665,-0.980746763379132,0.0025543533336288,EIF2AK1
PGM3,-0.811922919418992,0.000164341608787329,EIF2AK1
BAK1,0.668742269196885,0.0019605087197342,EIF2AK1
MPC2,0.654972660378375,0.00146078682375647,EIF2AK1
FNDC10,1.2622781319509,2.11238266639587e-05,EIF2AK1
CAMKK1,1.46937207325311,5.66873585073664e-08,EIF2AK1
RAB26,1.51418841563205,1.50784539902355e-08,EIF2AK1
SRPK1,1.15524421315291,6.2836912952291e-08,EIF2AK1
RIMBP3,-1.81577896359156,9.01407372885026e-08,EIF2AK1
PLD6,1.57378449373616,1.04469020348296e-09,EIF2AK1
EIF5A,1.95916149055718,1.50486175391469e-19,EIF2AK1
PGRMC1,0.365947712180604,0.0405505502033926,EIF2AK1
THBD,0.935587415645472,0.00367245245943513,EIF2AK1
MTREX,0.901441146219472,1.50580004393122e-05,EIF2AK1
THAP2,-0.440696367839995,0.0349129816694926,EIF2AK1
CCNB1IP1,-0.829038465529271,0.00013215383186938,EIF2AK1
PCMT1,0.965462633507393,4.04632784803971e-06,EIF2AK1
NELFA,0.61142177428113,0.00259306062951815,EIF2AK1
WRN,0.574157579945257,0.0038513783667895,EIF2AK1
SLC25A20,0.512042371556017,0.021503589625422,EIF2AK1
CBX1,0.780260062707282,0.000248926982650134,EIF2AK1
GAMT,0.772082534264573,0.000866632609498143,EIF2AK1
SLC25A10,1.85896505670488,5.904521212839e-17,EIF2AK1
USP11,0.411755855472471,0.0296714833652243,EIF2AK1
AIF1L,-1.14581262007542,7.65290141613487e-05,EIF2AK1
SLC39A10,0.548681558078548,0.00617633516715247,EIF2AK1
WNT5B,0.874696813854565,0.00101402409909924,EIF2AK1
SREBF2,-0.542661882637238,0.00948411040468778,EIF2AK1
DENND6B,-0.460750367516763,0.0495990053461934,EIF2AK1
SELENBP1,0.577597074591519,0.0067590496100075,EIF2AK1
P4HA3,0.809814165826438,0.0028613525134689,EIF2AK1
COX4I1,0.639544547632212,0.00157806226977592,EIF2AK1
RBAK-RBAKDN,0.562608851875095,0.0152995973769425,EIF2AK1
RRM1,0.959966169261937,4.38205200091323e-06,EIF2AK1
DUT,1.2341538312601,5.91672951490653e-09,EIF2AK1
ADARB2,-1.59866497372619,8.58533704729233e-07,EIF2AK1
GNB4,0.784266314857807,0.000159479826956893,EIF2AK1
RAB2B,-0.488201270826581,0.0196528521235953,EIF2AK1
SIGMAR1,1.48429978236367,1.5371744187405e-10,EIF2AK1
DNAAF3,0.82496264280363,0.000187633931856474,EIF2AK1
CTIF,0.729076769395385,0.00150803252581587,EIF2AK1
MRPL9,1.26449873536345,2.14815065549441e-08,EIF2AK1
DLAT,1.26949102217805,1.38568999271437e-09,EIF2AK1
JMJD6,0.535007087700624,0.00987742883983069,EIF2AK1
TMEM185A,-0.630648710079098,0.0187015149355014,EIF2AK1
JAK2,-0.395798323622168,0.032768013173905,EIF2AK1
ANKRD24,-2.57015393298678,4.56343990615506e-08,EIF2AK1
EXOSC7,1.32255593428702,1.16892239673705e-08,EIF2AK1
ALG5,0.661819548728096,0.0034017721230275,EIF2AK1
GPR180,-0.769327621043271,0.00133861090042234,EIF2AK1
XPO1,0.777325128737993,0.000337517288913151,EIF2AK1
ELOC,0.912175079787095,3.77273901563555e-05,EIF2AK1
NDUFA13,0.937198391759572,9.65962292175472e-06,EIF2AK1
RPL38,0.932635530793959,8.93787990879974e-06,EIF2AK1
SIX4,0.474336415215347,0.0227978713127335,EIF2AK1
RPL18A,0.455998826218578,0.0228329198442109,EIF2AK1
CHRAC1,1.00550587154673,2.52248450947976e-06,EIF2AK1
CLUH,2.12857802967529,2.82974312469633e-24,EIF2AK1
VAMP1,-0.497248092660265,0.0376299685095315,EIF2AK1
PPIH,1.25810533900573,6.98088307476905e-09,EIF2AK1
BUB1B,0.860752047304515,3.43643017121419e-05,EIF2AK1
SDHAF1,0.831718152126786,0.000397082598749,EIF2AK1
COPS8,0.577542227147667,0.00635338181210756,EIF2AK1
C1orf109,1.29000063365696,8.18595616739023e-09,EIF2AK1
ATP5ME,1.33720164662082,1.88423106056252e-07,EIF2AK1
FAM171A2,-0.544877183593887,0.0213015778330122,EIF2AK1
MOSPD2,-1.03653481545969,9.34351495463235e-06,EIF2AK1
DPH2,2.44811451966476,6.81948675381602e-29,EIF2AK1
SLC30A1,0.717488342363457,0.000627732100103964,EIF2AK1
PSMB3,1.27135932156314,1.37244761420784e-09,EIF2AK1
GNG7,-3.19659809598186,4.17450452491747e-13,EIF2AK1
SLC25A3,0.748774711474102,0.000373526451580076,EIF2AK1
TMEM125,-4.07130826214893,9.47561829077646e-14,EIF2AK1
TMOD2,-0.982705374561025,3.42726539020318e-05,EIF2AK1
ZNF419,-1.70073903185688,2.27284206567541e-06,EIF2AK1
RBP5,1.18328826608114,3.52012352634626e-05,EIF2AK1
TBC1D4,1.15046143939079,5.1745177807074e-07,EIF2AK1
MPG,0.708100028372187,0.000978610941276214,EIF2AK1
RBX1,0.866341323635679,8.05851711420427e-05,EIF2AK1
FNDC8,0.868233386674411,0.00588942057394689,EIF2AK1
PPIE,0.73281192612262,0.00047532765757407,EIF2AK1
CDC14B,-0.829925325878212,0.000249921897771942,EIF2AK1
PDZD8,0.506098889082079,0.00918311571455577,EIF2AK1
FANCB,0.487770725441216,0.0179393195931375,EIF2AK1
TRAPPC6A,-1.0658951727903,3.13702323285765e-05,EIF2AK1
NUP93,1.31815038905616,3.50093635338789e-10,EIF2AK1
GALNT6,-0.809409495995484,0.000879925321982126,EIF2AK1
SLC39A7,0.672721600838892,0.000926213962112574,EIF2AK1
MXD3,1.56095595939867,9.03352172649316e-14,EIF2AK1
RPS5,0.661606763127918,0.00225153806296959,EIF2AK1
NKD2,-2.54265696999871,3.22987122155005e-07,EIF2AK1
ILVBL,0.748790761509426,0.0014585233212962,EIF2AK1
FBXO30,0.42020534807405,0.0241404525521287,EIF2AK1
H3-3A,0.393314641242838,0.0321746377372025,EIF2AK1
YWHAQ,0.961448436797498,5.19422049041104e-06,EIF2AK1
ATP1B3,0.496909597773177,0.0101812925003676,EIF2AK1
NUSAP1,0.413415793870241,0.025082664999175,EIF2AK1
GOLGA5,-0.526813492333665,0.012641578458839,EIF2AK1
MZT2B,0.591972094777843,0.00414667098805706,EIF2AK1
PSMB1,1.21305793558003,7.36947036209458e-09,EIF2AK1
RAB11A,0.415160971281715,0.0246179152422342,EIF2AK1
DOK2,-0.589093414329084,0.03470791571773,EIF2AK1
LIAS,0.668898073747988,0.00102088418897086,EIF2AK1
ZC3H12A,0.767127285020987,0.00114055590103897,EIF2AK1
KCTD2,0.613228689647033,0.00233567157945223,EIF2AK1
MYCBP,0.839544478261781,0.000102130890563879,EIF2AK1
AAAS,0.931646595062947,8.68806755792731e-06,EIF2AK1
NFYA,0.974122695743437,7.01854883042745e-06,EIF2AK1
GP6,-0.405217241292892,0.0392569318984981,EIF2AK1
NSMF,0.98840397729677,2.32175182761788e-06,EIF2AK1
MDH2,0.951936410440183,7.74325395203133e-06,EIF2AK1
MTMR4,0.976223802416815,2.99705089371867e-06,EIF2AK1
MYL9,-0.746519153968117,0.0196176704172498,EIF2AK1
ANAPC11,0.758621814828813,0.000412271224663639,EIF2AK1
ERCC2,0.818436535736378,9.12174403911169e-05,EIF2AK1
LSM7,1.25747091074189,9.1813739415067e-08,EIF2AK1
TXNL4B,0.817609716243402,0.000261229884456457,EIF2AK1
MCM10,1.36410005656023,1.36228535739511e-10,EIF2AK1
ZNF232,1.69506501607279,9.7272572499952e-10,EIF2AK1
TEAD3,0.458132575649506,0.020868249642156,EIF2AK1
PPIL1,0.896065751844691,2.04994424833075e-05,EIF2AK1
TRMT1L,0.451772786513125,0.0187984387830122,EIF2AK1
MARCHF1,-0.959802997857619,7.15311047730571e-05,EIF2AK1
APTX,0.827380127994446,0.000171511466583969,EIF2AK1
APRT,1.38458468919443,6.12907308799867e-11,EIF2AK1
NUP85,1.4929515810161,1.36980967432149e-12,EIF2AK1
UQCRH,0.773435888004726,0.00017341159469979,EIF2AK1
PCNA,1.53873307711041,2.09296644569064e-13,EIF2AK1
ST6GALNAC4,0.45414518326673,0.0221666254134804,EIF2AK1
ASB13,0.601563380602316,0.00736646210466549,EIF2AK1
CATSPERZ,0.909313534385492,0.0065453663931235,EIF2AK1
TRIM14,1.02948290924485,9.46386763109075e-07,EIF2AK1
ACO2,0.791568479075822,0.000130129551415232,EIF2AK1
GGA3,0.79282674558521,0.000121490430088218,EIF2AK1
MIS18A,0.877129012173548,5.96780719195579e-05,EIF2AK1
RINT1,0.581752377417277,0.00354543328937703,EIF2AK1
GDI1,-0.642785427712147,0.00203941474331232,EIF2AK1
WNT3,0.501123251058721,0.0407025544523775,EIF2AK1
UHMK1,0.486825399167018,0.0129102002110856,EIF2AK1
NDUFS3,1.18501616420639,2.23211315715178e-08,EIF2AK1
MTERF3,0.826542992515311,0.000601644597913841,EIF2AK1
BNIPL,-1.25837228419942,0.000173253783759719,EIF2AK1
CUEDC2,0.495347450770813,0.0223841898151628,EIF2AK1
ZNF875,-1.89626308458613,2.96182967064938e-08,EIF2AK1
TMEM183A,0.749696296165985,0.000262350700523258,EIF2AK1
SUMO3,0.9752875339572,2.94961266197635e-06,EIF2AK1
RALGAPA2,0.534103131621976,0.0145067637023966,EIF2AK1
CCT8,1.05822208864803,1.19548192099757e-06,EIF2AK1
RAD1,1.10700339961531,1.60419245531874e-07,EIF2AK1
TRERF1,-1.16685930067054,0.00231498539930869,EIF2AK1
BABAM1,1.07512648216797,4.74086630645042e-07,EIF2AK1
ACP1,0.462746171650298,0.0154032552794987,EIF2AK1
ZBTB47,0.549638908164186,0.0216633277804332,EIF2AK1
BSCL2,0.612274548802121,0.00371915670601172,EIF2AK1
PLD5P1,0.826874901471894,0.00326629543509252,EIF2AK1
YOD1,0.626281083863211,0.00205918499951533,EIF2AK1
PTGDS,-1.43921575223873,2.16637342085813e-05,EIF2AK1
ADRB1,-1.09382032881233,0.00508613643788061,EIF2AK1
PPP2R1A,0.72941721455554,0.000404655515127619,EIF2AK1
YIPF7,0.730227842270445,0.0130765914770387,EIF2AK1
PSMD8,0.872137249304849,2.69492629763133e-05,EIF2AK1
KDM5C,0.535861607569982,0.0070913285812027,EIF2AK1
GGCT,0.671710089467427,0.00215121322873913,EIF2AK1
TCP11L2,-3.0786478561094,7.48528741623607e-30,EIF2AK1
RFESD,1.79791998395024,3.01156601615662e-16,EIF2AK1
ACBD4,-1.28176410250165,3.94814837586884e-06,EIF2AK1
STX1B,-0.581265615373097,0.026750366217815,EIF2AK1
MAP7D3,0.950287685416915,7.4550397305002e-05,EIF2AK1
CCDC137,1.27890859503067,1.00547692466823e-08,EIF2AK1
GCN1,1.35041389524902,7.55955246581545e-10,EIF2AK1
ADIPOR1,0.509871431394721,0.00879502641913755,EIF2AK1
MRPL24,1.44992616932858,3.43812699500542e-08,EIF2AK1
DUSP23,1.03499099128032,0.000526090295202547,EIF2AK1
RNF138,0.788270874220037,0.000136874302970191,EIF2AK1
DHCR24,1.52181184515237,1.17290703752909e-12,EIF2AK1
MYO6,-1.17863646857927,4.45400708950932e-07,EIF2AK1
SF3A3,1.34489042550967,1.79621048846887e-10,EIF2AK1
PODXL2,1.68783405903503,1.33360679423211e-13,EIF2AK1
PITRM1,0.82583360305732,7.21739781599936e-05,EIF2AK1
ADGRF3,0.76740061145543,0.00467459107017511,EIF2AK1
SLC25A38,0.556466675569336,0.00592167121558364,EIF2AK1
EPB41L4A,1.02432367000621,0.000395752487999348,EIF2AK1
ATP5PB,0.918892752028821,1.5857563261787e-05,EIF2AK1
NENF,0.917207233201571,0.00010784600416707,EIF2AK1
HSD17B10,1.93643867478447,9.31416784147488e-19,EIF2AK1
PSMA5,1.23524297145823,4.8892043944853e-09,EIF2AK1
LVRN,-1.4553757731134,5.4714243773729e-07,EIF2AK1
HCCS,1.27905155310582,2.31865448271333e-08,EIF2AK1
EIPR1,0.872385580319675,8.66842034457439e-05,EIF2AK1
EIF4A3,1.47157583616972,4.54826746106951e-12,EIF2AK1
VAV2,1.07338768688957,0.00081652419251467,EIF2AK1
SPC24,0.933325759288636,8.04293314516744e-06,EIF2AK1
ARMC3,-0.965565023163136,0.00579378741045204,EIF2AK1
PANK4,0.68099541586624,0.00124767297641385,EIF2AK1
PPP2R2A,0.694793221755607,0.000704244913958802,EIF2AK1
RABGAP1L,-0.530430673873599,0.00824363251023387,EIF2AK1
DDT,0.844719577978086,0.000288239765227987,EIF2AK1
ATIC,1.17854704134,2.14815065549441e-08,EIF2AK1
LAP3,1.69554250509912,6.20398148206969e-15,EIF2AK1
ATAD3B,1.57209774251234,9.97399813063259e-14,EIF2AK1
USP21,0.644923030199765,0.00221193555971192,EIF2AK1
CYCS,0.919934210703724,1.15612467686443e-05,EIF2AK1
SLC2A4RG,0.754672374563769,0.000345676816582863,EIF2AK1
SELENOI,0.898831164858632,1.52123597135843e-05,EIF2AK1
MRPL32,1.20518327149752,1.04974055593663e-07,EIF2AK1
ACO1,0.47332754683685,0.0155449586133579,EIF2AK1
H3C10,0.854399722017352,3.81557418481712e-05,EIF2AK1
HPCAL1,-0.639918826761277,0.00216244928903185,EIF2AK1
OXSM,0.630609199846992,0.00511867755329801,EIF2AK1
CENPV,1.08588505369913,1.83492486406475e-06,EIF2AK1
NAT9,1.03062853541436,3.81439740663276e-06,EIF2AK1
SCAF4,0.698402805115295,0.000609421503530964,EIF2AK1
CHEK2,0.964643245611868,1.21133961984908e-05,EIF2AK1
RBM38,1.13526993541004,7.38566627982541e-08,EIF2AK1
MSH2,1.16045917132985,3.04228029725647e-08,EIF2AK1
FAM166A,1.27785355154036,7.03866674776318e-09,EIF2AK1
NUTF2,1.16142726017581,3.9123319172407e-08,EIF2AK1
THEM6,0.494271510202704,0.0205664418962558,EIF2AK1
PREP,1.13509183826696,1.23510837173088e-07,EIF2AK1
ORC3,0.502818735068595,0.00987742883983069,EIF2AK1
ACOT8,-0.425130476861178,0.0360258604720998,EIF2AK1
GGT1,-0.476747325729022,0.0330425429024436,EIF2AK1
MRPS12,2.2200432556409,1.8951149010298e-22,EIF2AK1
KCNN1,-0.789748172427499,0.00526490644885237,EIF2AK1
VIRMA,0.570443155724809,0.00400817882353466,EIF2AK1
SERHL2,1.05151212682036,1.61790689370734e-05,EIF2AK1
HMMR,0.417979373768873,0.0239272029021992,EIF2AK1
PPP5C,1.22245353255653,8.93398788541376e-09,EIF2AK1
CLTC,0.72987963002439,0.00103580865476776,EIF2AK1
C17orf58,0.512047276554173,0.0203037238441018,EIF2AK1
TUBG2,0.769544410153982,0.0173397558023636,EIF2AK1
USP13,1.05431493973829,0.00127194461780784,EIF2AK1
INPP5D,-0.659521992489656,0.00298746141388165,EIF2AK1
PNPO,1.27870060352852,2.75412910546793e-09,EIF2AK1
POLR2I,1.57874945090229,1.04624262919413e-08,EIF2AK1
ANKRA2,-0.55532097793305,0.0144812565790837,EIF2AK1
NDUFA8,1.1715265985599,1.82488358788112e-07,EIF2AK1
IZUMO1,-0.999151436974394,0.00235895598764484,EIF2AK1
UFL1,-0.644903622393787,0.00215595205418545,EIF2AK1
SYNGR2,1.50879340741419,6.51327083614822e-13,EIF2AK1
NDUFB11,0.844349209069572,6.64783479618683e-05,EIF2AK1
VPS37C,0.35200108649616,0.0499256206999895,EIF2AK1
TRIT1,0.406605380328574,0.0289387396114116,EIF2AK1
YPEL5,-1.55438782553425,5.13177073315956e-11,EIF2AK1
CORO6,-0.656567723971972,0.00932395148090201,EIF2AK1
SNAPC2,0.964768422315415,1.40973724355539e-05,EIF2AK1
NPRL2,0.409583298769054,0.040957779892148,EIF2AK1
EFCAB10,0.450197179268263,0.0214173244379284,EIF2AK1
TMEM160,1.36689637663267,1.221467925223e-06,EIF2AK1
MYO5A,-1.18609595866859,0.000700125384802695,EIF2AK1
TALDO1,0.533994916349296,0.00722425819366258,EIF2AK1
HECTD3,0.823317618168895,7.45986366418804e-05,EIF2AK1
CCNB1,1.13066126416083,6.4009512226297e-08,EIF2AK1
SLC9B1,0.57150747733994,0.0134921265171027,EIF2AK1
B4GALT6,-1.41380965514495,2.02675408673404e-05,EIF2AK1
SPATA9,1.77255318046816,7.09322977951723e-15,EIF2AK1
PPP1R15A,-0.933505847238667,2.16522226614366e-05,EIF2AK1
CEP44,-0.392339060167992,0.0360074808923267,EIF2AK1
TCF15,1.49961657655906,1.80065520340444e-05,EIF2AK1
RPSA,0.612043559400829,0.0053806405434166,EIF2AK1
MRPL44,0.934326619383208,8.76841786612707e-05,EIF2AK1
PSMD2,1.54013066035653,2.63173548779051e-13,EIF2AK1
KATNA1,0.524366722580532,0.0113820416833169,EIF2AK1
SCYL1,0.515492012275124,0.00815822859123518,EIF2AK1
LYRM9,-2.44453391068036,1.87416762129016e-10,EIF2AK1
VSIG2,0.701278543342691,0.0260465598489143,EIF2AK1
DYNC2LI1,-0.533725021299634,0.0179726511526281,EIF2AK1
YBX3,0.901179947194114,1.48788032068751e-05,EIF2AK1
PPME1,0.832317140933442,6.69108798030843e-05,EIF2AK1
PIN1,0.89386777433822,4.32094517139459e-05,EIF2AK1
PLEKHH2,-1.85615318441553,6.14879749614785e-14,EIF2AK1
CRAT,-0.684820555174329,0.00233866572310605,EIF2AK1
TMUB1,0.908785736378131,1.22199042706646e-05,EIF2AK1
KPNA2,1.08960565233712,2.67673683827445e-07,EIF2AK1
UBA52,0.993664633334299,3.19782779390312e-06,EIF2AK1
LAMB2,-0.839904393318848,0.000192323651217604,EIF2AK1
PRUNE2,-2.057944597929,9.42514384646258e-07,EIF2AK1
NUDCD2,0.594058431857585,0.00450957131774581,EIF2AK1
GNL3,1.78368817279431,5.01121048525369e-17,EIF2AK1
SRXN1,1.41323728308217,2.43220336187581e-10,EIF2AK1
