gene,logFC,QValue,KO_condition
HILPDA,1.28854264568757,1.84108352219613e-05,CCNC
RAD21L1,1.27624456085349,0.000918120768756591,CCNC
DOCK10,1.44927862708947,0.000490069625087466,CCNC
PPP1R27,1.18726172975694,0.0265389312892051,CCNC
CLCNKB,0.935327273939973,0.0480291293535494,CCNC
SLC6A8,1.65048731315126,5.91568784248666e-13,CCNC
HIVEP2,1.20947782335924,0.000134954603697912,CCNC
LGR6,1.86516039627369,5.76266385547282e-06,CCNC
SYP,1.20236635335577,0.00446888338057593,CCNC
PERP,1.2929029262845,0.00369940574883626,CCNC
AQP1,1.3738564131014,7.19819992431191e-06,CCNC
COL1A1,1.02848604781711,0.00769900413306264,CCNC
SYTL5,1.30257417738837,0.00406190333055851,CCNC
PPM1J,1.68376445185708,1.24534139618191e-06,CCNC
RCN3,2.12989885174273,1.02613246146824e-08,CCNC
MOBP,1.21135322580703,0.0216666500110341,CCNC
CD226,1.98650032599636,2.12310442609986e-14,CCNC
SNPH,1.39286554139658,2.65259257724839e-07,CCNC
SMIM24,2.39894115666395,6.76769017945685e-10,CCNC
TRIM15,1.10834334677836,0.0233638568441374,CCNC
MT2A,2.97065183066786,1.14488670672118e-37,CCNC
NGFR,2.59834497433887,1.13631514168182e-10,CCNC
MT1X,2.91247577812817,3.7458691967263e-31,CCNC
PAK6,1.3343261383351,0.00308662577411854,CCNC
CAPN5,1.95920817193303,7.32413775027265e-10,CCNC
TRIM10,1.33715991411428,0.00206091966340419,CCNC
TINAGL1,1.36097520045708,0.00112398361144836,CCNC
IGFBP2,1.08709763060885,0.00844907466622823,CCNC
MT1G,3.50819973188756,1.77082402089896e-21,CCNC
ABCC3,2.15727816089204,4.35374940290511e-07,CCNC
CA9,3.30609954257648,6.22586733654482e-20,CCNC
MT1E,3.226163692182,2.16879970478116e-17,CCNC
PDGFB,1.93599954728258,1.54619282047231e-06,CCNC
RHBDL2,-1.1299165608382,0.0436514728793671,APAF1
LRGUK,-1.24927109422195,0.0189961862121196,APAF1
SERPINC1,1.21296191720637,0.00011464549497793,APAF1
CALCA,1.13728134600334,0.0310083211437512,APAF1
SPINK5,-1.1443993964195,0.0261307030847011,APAF1
SLC30A8,-1.11142377064559,0.0441580178389825,APAF1
TAFA2,-1.0184829361708,0.00079279947703999,APAF1
ZNF606,-1.06607828774964,0.0499426277445315,APAF1
SLC38A4,-1.10528210367474,0.0306639830794669,APAF1
FGL2,-1.58322465639005,0.00293516517629738,APAF1
PRSS37,-1.97829103565651,9.05217569716031e-05,APAF1
CLEC2D,-0.727754523359135,0.0409397456324287,APAF1
SCN3A,-1.57733670521454,0.0018792949204496,APAF1
FBXL22,-1.33793937157809,0.0150040303464386,APAF1
CHST3,1.36102425286987,6.75519244427877e-05,APAF1
OR2AG1,-1.13639746317937,0.0246774550312352,APAF1
ADH6,-1.25308370384487,0.0246774550312352,APAF1
TAS2R13,-1.41847662491125,0.00915008274188987,APAF1
PAGE1,-1.07533115699016,0.0477452606085641,APAF1
BCO2,-1.7508274682117,0.00069933156922353,APAF1
RBFOX1,-1.29958926765801,0.0120446594817448,APAF1
ASPN,-1.02920982970458,0.0286552938207363,APAF1
SYTL2,-1.1654030114583,0.0424849656165799,APAF1
ECM2,-0.896481599528351,0.0337883044434369,APAF1
PDE4D,-1.37307013566646,0.000942818062846204,APAF1
ZNF618,-0.822929133173375,0.00961964898049342,APAF1
ABCD2,-1.328700885287,0.0178583591646174,APAF1
VASN,-0.861978455297536,0.028151034228041,APAF1
NPHS1,0.881888923226867,0.0370186746137292,APAF1
LRRN3,-0.90305344352964,0.0341753177711148,APAF1
CCDC146,-1.52754317557451,0.00239987106686851,APAF1
SLC44A5,-0.996852486336066,0.00258062862086353,APAF1
C9orf131,-1.1618017850011,0.0225267858131831,APAF1
ANGPT2,-0.976738273622716,0.0225826324066512,APAF1
CHN1,-1.2377793328181,0.0276844386913169,APAF1
HSH2D,-1.21403389152762,0.0219647944400344,APAF1
FN1,1.04771399459871,9.73131942141284e-05,APAF1
TNFAIP8L2,-1.15934468386531,0.0353008239581895,APAF1
CD200R1L,-1.25995369935511,0.0155920849343997,APAF1
RGS16,-1.19526822168568,0.0110385987615323,APAF1
LRRTM2,-0.923838605003999,0.0427837172282071,APAF1
CHRNA1,-1.252092441497,0.0234206165465354,APAF1
GNRHR,-1.03857087182949,0.0246692190522655,APAF1
SLC2A13,-0.731342083640573,0.0499437583087747,APAF1
RPP25,0.768734702450019,0.025124123216531,APAF1
CHRNA10,-1.15431470473379,0.038335723369226,APAF1
INSYN2B,-1.18133180429989,0.0165846002217305,APAF1
LRRC4,-0.7883773255694,0.0386516924157977,APAF1
EN1,-1.59480428472117,6.97656959108816e-05,APAF1
ZNF112,-1.39120621904856,0.00804143381680081,APAF1
BBOX1,-1.26205894474738,0.0187730517650374,APAF1
VWC2L,-1.31005221134653,0.0137599270348425,APAF1
OR8B8,-0.864004290703161,0.0424849656165799,APAF1
EYS,-0.972306961626826,0.0369933647147393,APAF1
ATXN3L,-0.684628439103085,0.0441580178389825,APAF1
LYPD8,-1.13399703055717,0.0248399726041467,APAF1
DCUN1D3,-0.699660789493521,0.0424849656165799,APAF1
NBPF14,-1.01037639487195,0.0177520143532095,APAF1
OMG,-0.852130807495321,0.0493683661371747,APAF1
MOCS1,0.680922213244821,0.0323342264882171,APAF1
LY75-CD302,-1.46830872217444,0.00372481346483028,APAF1
USP44,-0.922161996477406,0.0344208109525741,APAF1
ZNF528,-0.876804865892925,0.0359407461053355,APAF1
OR8D1,-0.729288202373189,0.0363998661850439,APAF1
PDE1B,-1.23640693126406,0.0155920849343997,APAF1
ISX,-1.38852597974417,0.00678606313672048,APAF1
MYLK4,-1.25040378227915,0.0281086307152735,APAF1
FAM185A,-0.74932134513111,0.0284671565719692,APAF1
GPR22,-0.979652995340368,0.0246774550312352,APAF1
SUMO4,-1.36834912280626,0.0121099740408004,APAF1
CSF2,-1.20537965667479,0.026222369787995,APAF1
SSH1,-0.666385775426504,0.044872323408196,APAF1
FJX1,1.06852621385588,0.038259577369644,APAF1
CFLAR,-0.809265581977801,0.00689193049325082,APAF1
NLK,-0.771281154918705,0.0119239906732345,APAF1
AFF1,-0.690806917830277,0.0299390505739876,APAF1
EVI2A,-1.04089440219183,0.0450266593332166,APAF1
CPZ,1.07108604220573,3.4142315546821e-05,APAF1
DNAH10,-1.11338688314718,0.0268706374459363,APAF1
GALNT4,-0.689600753260456,0.045556266622111,APAF1
GPR78,1.08999925022751,2.37816367597751e-05,APAF1
APOE,0.768441833200266,0.00720106744667627,APAF1
NFAT5,-0.723033435868314,0.0234206165465354,APAF1
SLIT2,-1.15104384813536,0.0414489906060776,APAF1
SLC18A2,-0.780541917801809,0.0268706374459363,APAF1
MS4A4E,-1.05948116941964,0.0353008239581895,APAF1
ZNF80,-1.68710163721641,0.000909401679926551,APAF1
FAM13B,-0.728966158165332,0.0225267858131831,APAF1
P2RX1,-0.666954581169522,0.0374262574384987,APAF1
MYRIP,-1.06408727740319,0.039869267507539,APAF1
KCNMB3,-0.735842549633413,0.0268706374459363,APAF1
PHTF2,-0.73428241203104,0.0196483109659587,APAF1
BMP2K,-0.859219280540887,0.00548430611976598,APAF1
MFSD13A,0.688126795154422,0.0295929228533307,APAF1
ADGRE2,-0.690135746455533,0.0362158010786731,APAF1
ROBO2,-1.38257617294105,0.000319609041050227,APAF1
ZC3H12C,-0.872439837212437,0.00651947643095412,APAF1
PAQR3,-0.713564745618466,0.0276590189811856,APAF1
ZNF800,-0.647258405330449,0.0458530610457193,APAF1
TMEFF2,-1.17744962307555,0.0160998114606293,APAF1
SH3PXD2B,1.27565167701676,0.000211401355534079,APAF1
UBASH3A,-1.37859376819365,0.0161998692614331,APAF1
TEC,-0.762059716790847,0.0260236425355724,APAF1
TUBAL3,-0.919567888255956,0.0282293274426708,APAF1
TSPAN32,-1.28920138745798,0.000207119007987866,APAF1
GRIA3,-1.23621243133218,0.0149099113812084,APAF1
LPAR5,-0.727841339951613,0.0413602856585462,APAF1
CDC42EP3,-0.740315736762366,0.0337821522997802,APAF1
TET2,-0.68155010876511,0.0385211486503169,APAF1
C11orf21,-1.43570322768829,0.000598211803916098,APAF1
IL21R,1.28267920864445,3.45040829207177e-05,APAF1
ARHGEF6,-0.76662650360281,0.0119810300412881,APAF1
CD47,-0.726600879231986,0.0196296948600385,APAF1
SERPINE1,-0.960519777310391,0.0174497350128258,APAF1
ZNF264,-0.851406397733136,0.0147763472157883,APAF1
TNFAIP8,-0.776502956726405,0.0138330370067969,APAF1
DNAH8,-0.844866861862996,0.00923316049942814,APAF1
COLEC11,1.0577040624544,0.0176515070204126,APAF1
CYTH4,-1.395694424227,0.00576582929053767,APAF1
ADAMTS3,-0.725316206467716,0.0271452286335826,APAF1
RICTOR,-0.677224689968618,0.0369933647147393,APAF1
B3GALT2,-0.936463736614423,0.0450266593332166,APAF1
KCNJ16,-0.898647315289759,0.00332475289286938,APAF1
UBXN11,-0.746192114955896,0.0183648265096823,APAF1
CDCP1,-0.885628102349251,0.00233078396413237,APAF1
FAM20A,-1.21422444688849,0.0317651436057509,APAF1
GDF15,0.976412260190418,0.000343282666263742,APAF1
PLAGL1,-0.806495676860922,0.0088503782308884,APAF1
TMCC2,0.809872505649049,0.00960030124812945,APAF1
PPARD,-0.887956780372669,0.00270429880457753,APAF1
KRT12,-1.38013545971228,0.00651947643095412,APAF1
KIF1A,-1.29732881327898,0.0196882753626815,APAF1
THRB,0.665569827341999,0.0404150161953172,APAF1
NEDD9,-1.59529013571118,0.00119219746952077,APAF1
EFHC2,-1.0418916523158,0.0128788059401776,APAF1
CTSL,0.739054661325024,0.0138241538944301,APAF1
NAT8L,0.757831632539561,0.0233578055922147,APAF1
TBC1D14,0.647455726626967,0.0351292366437466,APAF1
MEF2C,-1.08525941921591,6.94297028123218e-05,APAF1
AQP3,-0.893407287651544,0.028969551342979,APAF1
EFHD1,1.04544335974925,0.00028262478211271,APAF1
DHRS2,0.964792097652889,0.000220341247471616,APAF1
SCART1,-0.722811615090558,0.0299390505739876,APAF1
SLC40A1,-0.735543268568951,0.0233097489202444,APAF1
UPP1,1.96058295545243,3.16354253758494e-09,APAF1
GABBR2,1.63601043239331,6.73829560652793e-05,APAF1
RPS27,0.786921032220397,0.00548430611976598,APAF1
CLSPN,0.641234692633513,0.0396036818266652,APAF1
ITM2A,0.825623063833084,0.0149099113812084,APAF1
BMT2,-0.842397618451388,0.0268706374459363,APAF1
SHC2,0.851242761543877,0.0246774550312352,APAF1
CNKSR3,-1.65250489668629,1.65768215766186e-09,APAF1
DDX60,-1.50818810421217,0.00534079215621553,APAF1
TYMS,0.69582281694687,0.0204099746655239,APAF1
DNAH12,1.35211973059797,0.000880534567099036,APAF1
MCM5,0.651598289900511,0.0346778391384541,APAF1
RPS12,0.634367809969936,0.049106725652085,APAF1
PCDH1,1.055549072904,0.00438147038003674,APAF1
ERFE,0.76833351946988,0.0373776204060947,APAF1
SYNE2,0.952052107920096,0.000739026602097271,APAF1
LIPG,0.956449220366752,0.00321043767474097,APAF1
GLIPR2,1.0773609301375,0.0310083211437512,APAF1
IMPDH2,0.638478216778392,0.0409397456324287,APAF1
GPRIN1,0.879011251495368,0.0104685546409969,APAF1
MSX1,0.869762431582933,0.0274023976653028,APAF1
CHAF1B,0.677685563513009,0.0332639255400717,APAF1
HINT1,0.862428802758569,0.00151271994472164,APAF1
ATF3,0.968958466462978,0.000249922315514647,APAF1
RPL35,0.634310338284064,0.0437340035984662,APAF1
KLHL6,0.751340617190789,0.0143398807949036,APAF1
PPFIBP2,1.00638378760752,0.00203456504207213,APAF1
IGDCC4,-1.10655856458528,0.0458051374949787,APAF1
TBC1D16,1.13932102111614,0.0246774550312352,APAF1
CPT1A,0.733544675832814,0.0192279553908567,APAF1
RNASEH2A,0.742754962767808,0.0163356157382073,APAF1
SCN1B,1.01383695431038,0.0124635696279992,APAF1
THSD8,0.744047217111533,0.0164699708380913,APAF1
RRM2,0.894351868150632,0.000930424977540901,APAF1
AIF1L,1.07922500656499,0.00236429812210392,APAF1
TMOD2,0.73529228816891,0.0233493459355771,APAF1
NKD2,1.4602506807984,0.00193147272874468,APAF1
DOK2,-1.05398124077413,0.028969551342979,APAF1
MCM10,0.625406613198024,0.0489590829048958,APAF1
PDE6B,1.13349240060254,0.0385211486503169,APAF1
NUP85,0.725412033997563,0.0142468672247893,APAF1
ADRB1,1.1243686085828,0.0320779152797646,APAF1
LY6E,-0.667954825257973,0.0402856641595827,APAF1
SESTD1,1.1778945962312,0.000875243830549736,APAF1
TK1,0.667936019695758,0.0275147801881121,APAF1
MME,-0.91648665224403,0.0055709890712119,APAF1
GGH,0.747967229438565,0.0221761492765447,APAF1
ZNF90,0.794702140858707,0.0337883044434369,APAF1
CDC45,0.645536186201596,0.0385211486503169,APAF1
NXN,1.37344162217976,0.00354126256613088,APAF1
CHRNA5,0.897249364966069,0.0306886344135116,APAF1
SKA1,0.630110230809703,0.0427353042985652,APAF1
TMEM106C,0.831725792977289,0.00569621375878222,APAF1
DNPH1,0.684590943804295,0.0433192057929869,APAF1
TSPAN5,-0.846413101120272,0.0385211486503169,APAF1
SPHK1,0.815740789839725,0.0119239906732345,APAF1
GFOD1,-0.874919646840343,0.00372481346483028,APAF1
CAPG,0.695614569508949,0.0264090258841756,APAF1
INSR,0.880263472707355,0.0401038342280755,APAF1
ANKS1B,-1.04341152441587,0.0205145443933583,APAF1
DNMT3A,0.742959313981006,0.0299390505739876,APAF1
GCH1,0.745348646604728,0.0414489906060776,APAF1
APAF1,-0.998669391189992,0.000492867892337688,APAF1
MIF4GD,0.660587044637923,0.0461350817843052,APAF1
JUN,0.842534536528057,0.00228488528868886,APAF1
COL23A1,1.34660275345346,0.00689193049325082,APAF1
RPS21,0.701003827102306,0.0245929772371861,APAF1
MRPS7,0.727312944816284,0.0200344802877825,APAF1
POLD2,0.717084976257358,0.0150040303464386,APAF1
SLC12A7,0.758035386723559,0.0132804156241902,APAF1
GABRE,-0.830957784764823,0.00576582929053767,APAF1
SUMO2,0.627889074283565,0.0457876464074419,APAF1
ODC1,0.627951153691386,0.0450266593332166,APAF1
LINGO1,1.52474240228277,5.19937382243497e-05,APAF1
ALDH1A2,0.948270674202616,0.000983754967589063,APAF1
ELF3,-1.05181569179894,0.0246774550312352,APAF1
CACNA2D4,-1.2464165609824,0.00971793605864183,APAF1
CCND1,-0.788670915846473,0.0143398807949036,APAF1
PRICKLE1,-1.06688622530454,0.0299390505739876,APAF1
NOS3,0.71965958438882,0.0177520143532095,APAF1
BSPRY,1.05703538787512,0.0477452606085641,APAF1
GALK1,0.708285516556319,0.037686190462416,APAF1
KLF13,0.678323424734521,0.037302933721068,APAF1
CEBPA,1.4187883421427,0.00428418765798636,APAF1
BMP10,-1.2509352832736,0.0246692190522655,APAF1
ANK3,-0.706057996162969,0.0268706374459363,APAF1
ME1,0.711243320020812,0.0305276506451585,APAF1
DUSP1,0.912676859905168,0.00313464797805388,APAF1
ASAP2,0.782834598823929,0.0145457540207709,APAF1
NCS1,0.675899121705071,0.0409398115770943,APAF1
ADAMTS9,-1.41531837869257,0.0122963385230352,APAF1
LRP12,-0.792025972010362,0.0119564700110776,APAF1
DOCK6,0.646901542868463,0.0412903973056481,APAF1
ZNF385D,-1.33495686695905,0.0049564908218222,APAF1
SH3KBP1,0.792435471685387,0.0196483109659587,APAF1
PKP2,0.748165040129177,0.0427837172282071,APAF1
CLEC2B,-1.06417429539219,0.038259577369644,APAF1
ARNTL2,1.01638339251577,0.0465912209881456,APAF1
TMEM51,1.00187621241664,0.0398266763927625,APAF1
HAPLN2,0.945477397349816,0.038259577369644,APAF1
CTNNAL1,0.714849965013813,0.0191046685685121,APAF1
ZNF682,1.68917239885076,0.000249922315514647,APAF1
UGT2B28,-1.34435784268695,0.0166995586101799,APAF1
CTAG2,0.747774843813201,0.0299910335089131,APAF1
AK7,1.0217928125237,0.0358350554856152,APAF1
RELL1,1.134696682672,0.0158717709030787,APAF1
GADD45B,1.33198409710581,0.000309894606152136,APAF1
BOK,1.04609600902031,0.017869094721948,APAF1
KCNT2,-1.3704629868733,0.00104161833622695,APAF1
NPDC1,1.07210621653679,0.0259214117215243,APAF1
HYAL1,0.92338772962172,0.0200344802877825,APAF1
C1QL4,1.08604471335575,0.0299390505739876,APAF1
EEF1A2,0.697059110661044,0.0226355765185716,APAF1
PM20D2,1.61084623003638,0.000219750068056859,APAF1
ACAT2,0.640826061038378,0.0385211486503169,APAF1
PPP1R14A,0.79406729769664,0.016996282647528,APAF1
FDPS,0.630417775037433,0.0432822220771377,APAF1
CTLA4,1.46276257586478,0.00155046374644384,APAF1
GSDME,-0.903811488152898,0.0119610450249382,APAF1
ENPP3,-1.04503683498326,0.000211095415251398,APAF1
PBX1,-2.02561512454954,1.40567858848027e-06,APAF1
PHLDA1,-1.09543722724845,0.000356749391624634,APAF1
COL6A1,1.08673134621898,0.0359407461053355,APAF1
CTAGE9,-1.46314349597721,0.00461518472916393,APAF1
CPVL,0.869030868902119,0.0119610450249382,APAF1
AXL,-1.29528683986339,6.75519244427877e-05,APAF1
BVES,1.3789837118231,0.00416735947141278,APAF1
IDI1,0.689845862059475,0.0212843249196617,APAF1
PLCD1,0.758261793852919,0.00959167686989917,APAF1
RAB27B,-1.45465835536984,9.2761857702774e-08,APAF1
EGR1,0.843034188695023,0.00223544188951745,APAF1
KCNJ11,0.907535046949246,0.0315948041552044,APAF1
FDFT1,0.791534346611924,0.0075454526172063,APAF1
GNB5,1.39293209539744,0.00214089956151992,APAF1
PRDM9,1.49162873451883,2.2286041799297e-08,APAF1
PTPRF,1.0494580660833,0.000689121954950094,APAF1
TMPRSS11F,-1.94148066488002,0.000129973348895738,APAF1
SCG3,0.95760581655245,0.00038273376227731,APAF1
PROCR,0.989076213118732,0.0219647944400344,APAF1
C11orf96,0.9438127197117,0.0122395566318608,APAF1
CATSPERD,1.07765418939733,0.038335723369226,APAF1
EPHB6,-1.48735888153955,1.86314564121225e-07,APAF1
ITGA2B,-1.13787532647852,2.76504848608884e-05,APAF1
TSPAN13,0.658821222592431,0.0351589661028708,APAF1
TBX3,1.03789204099315,0.0471920178039304,APAF1
ABCB1,-2.08735723906689,1.0264893476207e-06,APAF1
PRSS2,-1.65572555207237,7.50881621724533e-09,APAF1
COL25A1,-1.45158646355116,0.013949031347771,APAF1
CXCL8,1.23736385210328,0.000463250028535764,APAF1
HMGCS1,0.718957805864875,0.0174497350128258,APAF1
RTN4R,0.997201373403694,0.0200344802877825,APAF1
CD44,-1.48947747887129,2.64685535087405e-08,APAF1
PERP,1.36235521341206,0.00308870462355274,APAF1
NGFR,2.04395970899933,1.97826655436243e-06,APAF1
LGALS13,-6.1624080009857,3.14394913817394e-25,EIF2AK1
KLHDC7B,-8.23145652300947,9.19571136272549e-132,EIF2AK1
FCGR1B,-6.26598519768977,3.04068334903471e-51,EIF2AK1
HKDC1,-4.84508176494546,2.44273385123933e-20,EIF2AK1
C1orf158,-8.37543291488675,5.52506965875327e-31,EIF2AK1
STK32B,-3.31390372506358,6.16798297722304e-13,EIF2AK1
OLAH,-5.46159182653685,5.20464337919086e-40,EIF2AK1
SLFN5,-5.2578664475396,2.26069577789972e-32,EIF2AK1
FCGR1A,-3.9326926262797,1.43925326488977e-18,EIF2AK1
GGT5,-2.95359210748881,4.87160022231659e-13,EIF2AK1
HNF4A,-5.66855181997574,3.98450547731203e-27,EIF2AK1
P2RY8,-3.15399502406871,1.48219294408054e-17,EIF2AK1
CES5A,-6.39490094180077,1.40442311273387e-30,EIF2AK1
MFAP3L,-2.35434350974107,6.20213885353011e-08,EIF2AK1
LY96,-4.05530064470868,1.68300879937797e-17,EIF2AK1
RHBDL2,-2.50887758570882,4.65230888584212e-09,EIF2AK1
OSCAR,-6.36692945579864,5.58708342882807e-51,EIF2AK1
NLRP11,-2.92835728872057,1.25825900857302e-09,EIF2AK1
B3GALNT1,-1.78754431608666,1.20425196412576e-05,EIF2AK1
RASGRF1,-3.16084744065372,7.21913841512273e-12,EIF2AK1
ADGRE1,-4.11829296494117,7.49942704859699e-18,EIF2AK1
SERPINB8,-3.09029058667091,1.03389375668943e-11,EIF2AK1
PAG1,-5.69452846359009,1.6892347794964e-46,EIF2AK1
JAKMIP3,-4.55502435617325,1.49464291994784e-27,EIF2AK1
GNAO1,-4.73246952283386,1.00033001296674e-33,EIF2AK1
PCNX2,-2.03531363201699,7.52664051857361e-07,EIF2AK1
ACSM2B,-7.95432591765276,2.59181720423746e-33,EIF2AK1
ARHGAP20,-5.5565417665036,2.20222268913532e-19,EIF2AK1
ACP5,-3.36817310881588,5.10164483875291e-27,EIF2AK1
NCF4,-3.44800832120488,4.87898808898627e-14,EIF2AK1
HECW2,-4.54603319958373,3.85843973038566e-58,EIF2AK1
KLHL4,-4.06886946103306,2.14937735515337e-25,EIF2AK1
DYNC1I1,-3.23555348904253,3.87809952141722e-11,EIF2AK1
PNPLA1,-6.53302730617536,7.38884786632422e-29,EIF2AK1
IFI16,-1.79235746830551,1.70038869862626e-11,EIF2AK1
COL6A2,-4.68515107204605,4.96680056519487e-49,EIF2AK1
QRICH2,-2.39296676330207,3.86043484800459e-18,EIF2AK1
LRGUK,-1.4159584881907,0.000168476733269592,EIF2AK1
NUPR1,-7.76083564515757,6.98017875810345e-99,EIF2AK1
FLACC1,-2.21444916762457,9.00803958453367e-08,EIF2AK1
SPX,-6.50707836722624,9.318965476312e-45,EIF2AK1
CUBN,-2.75491495922792,7.12803711885726e-15,EIF2AK1
ITGB2,-2.97305498457627,7.52255828265431e-13,EIF2AK1
STK32A,-4.55087491317414,1.15964180774042e-15,EIF2AK1
FAM47E,-1.96573621194473,4.1379027555488e-08,EIF2AK1
TMEM169,-4.86175789738701,2.80705212243735e-23,EIF2AK1
RERG,-0.959347430928639,0.00209127614736935,EIF2AK1
PROX2,-1.4717207040651,0.00014513646516605,EIF2AK1
NBEA,-2.95525633645385,1.26713417075716e-10,EIF2AK1
MYO10,-4.34168324801527,5.93160341837802e-15,EIF2AK1
FAM71F2,-1.0633492925156,0.00440959550981878,EIF2AK1
ROPN1L,-2.698278334192,2.73760411500627e-09,EIF2AK1
MEGF6,-6.42746111762534,5.88679656349219e-101,EIF2AK1
GJA9,-1.87861750849792,8.54109551782705e-07,EIF2AK1
MILR1,-3.07133318132451,2.76970654871274e-26,EIF2AK1
PCDHGA11,-1.58182331831393,3.83384254518329e-05,EIF2AK1
SERPINC1,-4.02267192675956,2.99229496939776e-33,EIF2AK1
PCDHGA12,-1.56242238915958,5.69670166271626e-05,EIF2AK1
FMO4,-3.18382276276936,3.22331859769219e-11,EIF2AK1
SLFN13,-4.17509041917755,6.26566677729335e-19,EIF2AK1
SIPA1L2,-6.51193979711465,6.14047198826114e-39,EIF2AK1
MCEMP1,-4.84917602736677,6.99558869983719e-22,EIF2AK1
GPR132,-2.78168937590481,3.911636626248e-15,EIF2AK1
PCDHGC5,-1.42978059150848,0.000200916706223089,EIF2AK1
TSHR,-3.14128059778342,1.73829988015299e-11,EIF2AK1
CPNE5,-5.33822505424313,3.21359831002655e-43,EIF2AK1
PCDHGB7,-1.61695407749274,3.24351379273778e-05,EIF2AK1
ACVRL1,-3.28378796198512,4.05530571152201e-23,EIF2AK1
CALCA,-6.18341757813494,2.2331301987087e-15,EIF2AK1
SPAG6,-2.83010741019434,3.91957938376381e-23,EIF2AK1
AMIGO2,-2.11809433813772,3.78174986954455e-17,EIF2AK1
PCDHGC4,-1.38840778353765,0.000287626687675371,EIF2AK1
IQCF3,-6.39981966818573,6.81575297042995e-21,EIF2AK1
MINAR1,-1.10930667721801,0.000697703659088892,EIF2AK1
ZNF331,-4.02859792056742,3.94613314005829e-29,EIF2AK1
ASB15,-4.98566317673251,2.29279363747047e-22,EIF2AK1
CNIH3,-2.73969294767495,1.30178492363564e-13,EIF2AK1
P2RX7,-5.03972789375602,1.13213521566502e-56,EIF2AK1
CFAP74,-5.12489958132878,6.7755093736687e-22,EIF2AK1
SOSTDC1,-3.00077567670056,3.68500107391671e-31,EIF2AK1
PCDHGA10,-1.75411879049192,5.63631864324892e-06,EIF2AK1
GDAP1L1,-5.58720591660879,2.79559099699089e-24,EIF2AK1
PCDHGA1,-1.54644881951315,4.80338194149292e-05,EIF2AK1
PCDHGC3,-1.18634363917873,0.00126885263801705,EIF2AK1
SPINK5,-1.78753098422061,1.91575245754822e-06,EIF2AK1
ARSD,-2.03530912185719,2.39144068671749e-09,EIF2AK1
PRH2,-1.46374541280139,0.000247015547283439,EIF2AK1
