gene,L1_Krishnan_scRNAseq,L2_Awad_CRISPR_KO,L3_Krishnan_ML,L4_Sacco_RNAseq,L5_Sacco_Phospho,evidence_count
ERG28,0,1,0,0,0,1
ERGIC3,0,0,0,1,0,1
ERICH1,0,0,0,1,0,1
EPB41,0,0,0,0,1,1
EFNB1,0,0,0,1,0,1
EGFL7,0,1,0,0,0,1
EGLN1,0,0,0,0,1,1
EGLN2,0,0,0,1,0,1
EGLN3,0,1,0,0,0,1
EIF1,1,0,0,0,0,1
EIF2AK1,0,1,0,0,0,1
EIF2AK2,0,0,0,0,1,1
EML6,0,0,0,1,0,1
EIF3I,1,0,0,0,0,1
EIF4A1,1,0,0,0,0,1
EIF4B,1,0,0,0,0,1
EIF6,1,0,0,0,0,1
ELF2,0,0,0,1,0,1
ELMO1,0,0,0,1,0,1
ELOVL6,0,0,0,1,0,1
EME1,0,0,0,1,0,1
EMID1,0,1,0,0,0,1
EIF3A,1,0,0,0,0,1
FAM114A1,0,1,0,0,0,1
FAM117A,0,0,0,1,0,1
FAM13B,0,1,0,0,0,1
FAM160A2,0,0,0,1,0,1
FAM162A,0,1,0,0,0,1
FAM179A,0,0,0,1,0,1
FAM185A,0,1,0,0,0,1
FAM189B,0,1,0,0,0,1
ERMN,0,0,0,1,0,1
FAM209A,0,0,0,1,0,1
FAM213A,0,0,0,1,0,1
FAM214A,0,0,0,1,0,1
FAM214B,0,0,0,1,0,1
FAM220A,0,0,0,1,0,1
FAM222A,0,0,0,1,0,1
FAM229A,0,0,0,1,0,1
FAM241A,0,1,0,0,0,1
FAM43A,0,0,0,1,0,1
FAM198B,0,0,0,1,0,1
ERV3-1,0,0,0,1,0,1
ESR2,0,1,0,0,0,1
ETV1,0,1,0,0,0,1
ETV4,0,0,0,1,0,1
ETV5,0,0,0,1,0,1
EVI5L,0,0,0,1,0,1
EXO1,0,0,0,1,0,1
EXOC7,0,0,0,1,0,1
FAM111B,0,0,0,1,0,1
EXOSC6,0,1,0,0,0,1
EYS,0,1,0,0,0,1
EZH1,0,0,0,1,0,1
F12,0,0,0,1,0,1
FABP5,1,0,0,0,0,1
FADS1,0,0,0,1,0,1
FAH,1,0,0,0,0,1
FAIM,0,0,0,1,0,1
FAM111A,0,1,0,0,0,1
EXOSC5,1,0,0,0,0,1
HECW2,0,1,0,0,0,1
HEMGN,1,0,0,0,0,1
HEXB,0,0,0,1,0,1
HEXDC,0,0,0,1,0,1
HIGD2A,1,0,0,0,0,1
HILPDA,0,1,0,0,0,1
HINT1,0,1,0,0,0,1
HIP1,0,1,0,0,0,1
GDF15,0,1,0,0,0,1
HIST1H1D,1,0,0,0,0,1
HIST1H1E,1,0,0,0,0,1
HIST1H2AC,0,0,0,1,0,1
HIST1H2BD,0,0,0,1,0,1
HIST1H3A,0,0,0,1,0,1
HIST2H2AA3,0,0,0,1,0,1
HIST2H2BE,0,0,0,1,0,1
HIVEP2,0,0,0,1,0,1
HIRA,0,0,0,0,1,1
H4C4,0,1,0,0,0,1
HACD3,0,0,0,1,0,1
HAPLN2,0,1,0,0,0,1
HAT1,0,0,0,0,1,1
HAUS1,0,0,0,1,0,1
HBB,0,0,1,0,0,1
HBEGF,0,0,0,1,0,1
HBG1,0,1,0,0,0,1
HECTD4,0,0,0,1,0,1
HBZ,0,1,0,0,0,1
HCFC1R1,1,0,0,0,0,1
HDAC1,0,0,0,0,1,1
HDAC10,0,0,0,1,0,1
HDAC2,0,0,0,0,1,1
HDAC3,0,0,0,0,1,1
HDAC6,0,0,0,0,1,1
HDAC7,0,0,0,0,1,1
HEATR5B,0,0,0,1,0,1
HBM,0,1,0,0,0,1
HPGDS,1,0,0,0,0,1
HPR,0,0,0,1,0,1
HPS1,0,0,0,1,0,1
HRASLS5,0,0,0,1,0,1
HRK,0,1,0,0,0,1
HSD11B2,0,0,0,1,0,1
HSF1,0,0,0,0,1,1
HSF4,0,0,0,1,0,1
HJURP,0,1,0,0,0,1
HSP90AB1,0,0,0,0,1,1
HSP90B1,1,0,0,0,0,1
HSPA1A,1,0,0,0,0,1
HSPA1B,1,0,0,0,0,1
HSPA1L,0,0,0,1,0,1
HSPA5,1,0,0,0,0,1
HSPA6,1,0,0,0,0,1
HSPA9,0,0,0,0,1,1
HSPB1,0,0,0,0,1,1
HSP90AA1,1,0,0,0,0,1
HJV,0,1,0,0,0,1
HKDC1,0,1,0,0,0,1
HLA-B,1,0,0,0,0,1
HLA-DMB,0,0,0,1,0,1
HLA-DOA,0,0,0,1,0,1
HLA-DPB1,1,0,0,0,0,1
HLA-DQA1,1,0,0,0,0,1
HLA-DQA2,1,0,0,0,0,1
HPDL,0,0,0,1,0,1
HLA-DRB5,1,0,0,0,0,1
HM13,1,0,0,0,0,1
HMG20B,1,0,0,0,0,1
HMGA1,0,0,0,0,1,1
HMGB1,1,0,0,0,0,1
HMGN1,1,0,0,0,0,1
HMMR,0,0,0,1,0,1
HNF4A,0,1,0,0,0,1
HOXA3,0,0,0,1,0,1
HLA-DRB1,1,0,0,0,0,1
GNAQ,0,0,0,0,1,1
GNB5,0,1,0,0,0,1
GNG7,0,0,0,1,0,1
GNPTG,0,0,0,1,0,1
GNRHR,0,1,0,0,0,1
GOLGA1,0,0,0,1,0,1
GOLGA6D,0,0,0,1,0,1
GOLGA8A,0,0,0,1,0,1
H3F3B,1,0,0,0,0,1
GOLPH3,1,0,0,0,0,1
GOLT1B,0,1,0,0,0,1
GORASP2,0,0,0,0,1,1
GPAT3,1,0,0,0,0,1
GPC1,0,0,0,1,0,1
GPCPD1,0,0,0,1,0,1
GPI,0,1,0,0,0,1
GPN3,1,0,0,0,0,1
GOLGA8B,0,0,0,1,0,1
GDI1,0,0,0,1,0,1
GDPD3,0,0,0,1,0,1
GFI1B,0,1,0,0,0,1
GFPT1,0,0,0,0,1,1
GGCT,0,0,0,1,0,1
GGT5,0,0,0,1,0,1
GIMAP1,0,0,0,1,0,1
GIMAP8,0,0,0,1,0,1
GNAO1,0,1,0,0,0,1
GINS4,0,0,0,1,0,1
GJA9,0,1,0,0,0,1
GK5,0,0,1,0,0,1
GLIPR1,1,0,0,0,0,1
GLMP,0,0,0,1,0,1
GLO1,0,0,0,1,0,1
GLTSCR2,0,0,0,1,0,1
GLUL,1,0,0,0,0,1
GM2A,0,1,0,0,0,1
GINS1,0,0,0,1,0,1
GSDMD,1,0,0,0,0,1
GSDME,0,1,0,0,0,1
GSK3A,0,0,0,0,1,1
GSTK1,1,0,0,0,0,1
GSTM2,1,0,0,0,0,1
GSTO1,0,1,0,0,0,1
GSTP1,0,0,0,0,1,1
GTF2A2,1,0,0,0,0,1
GPR114,0,0,0,1,0,1
GTF2IRD2B,0,0,0,1,0,1
GTSE1,0,0,0,1,0,1
GTSF1,1,0,0,0,0,1
GUCA1B,0,1,0,0,0,1
GYPC,1,0,0,0,0,1
H1-10,0,1,0,0,0,1
H1F0,1,0,0,0,0,1
H2AFY,1,0,0,0,0,1
H2AFZ,1,0,0,0,0,1
GTF2IRD2,0,0,0,1,0,1
GPR153,0,0,0,1,0,1
GPR162,0,0,0,1,0,1
GPR22,0,1,0,0,0,1
GPR3,0,1,0,0,0,1
GPR35,0,0,0,1,0,1
GPR37L1,0,0,0,1,0,1
GPR78,0,1,0,0,0,1
GPR83,0,1,0,0,0,1
GRIPAP1,0,0,0,1,0,1
GPX1,0,0,0,1,0,1
GPX3,0,1,0,0,0,1
GRAMD1B,0,1,0,0,0,1
GRAP,0,0,0,0,1,1
GRASP,0,0,0,1,0,1
GRB10,0,0,0,0,1,1
GRB7,0,0,0,0,1,1
GREB1,0,0,0,1,0,1
GRIP2,0,1,0,0,0,1
GPRIN1,0,1,0,0,0,1
